"ID"	"HAUTEUR"	"sur_map"	"sur_int"	"LIBELLE"	"LIBELONG"	"TYPEZONE"
"BATIMENT0000000334371637"	5.4	94.8706	94.8706	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371638"	7.1	1.14713	1.14713	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371643"	4.2	32.4205	32.4205	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371645"	4.7	16.8083	16.8083	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371683"	2.9	22.2101	22.2101	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371646"	5.2	117.857	117.857	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371857"	0	32.7242	32.7242	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371647"	7.4	85.3714	85.3714	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371648"	5.1	76.394	76.394	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371649"	7.1	98.3567	98.3567	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371650"	4.9	75.1693	75.1693	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371651"	6.5	73.5625	73.5625	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371654"	4.4	48.269	48.269	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371655"	3.8	61.2657	61.2657	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371658"	4.8	59.8335	59.8335	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371659"	4.4	84.0455	84.0455	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371664"	1.4	28.0599	0	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371664"	1.4	28.0599	28.1616	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371666"	4.9	97.5506	97.5506	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371668"	5.6	43.3386	43.3386	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371669"	4.5	128.247	0.146475	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371669"	4.5	128.247	128.1	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371673"	3.8	58.5193	58.5193	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371676"	5.4	85.1957	85.1957	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371678"	4.2	50.9287	50.9287	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371679"	3.5	31.1308	31.1308	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371680"	6.2	208.743	208.743	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371682"	3.6	48.2441	48.2441	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334373201"	0	22.0919	22.0919	"UB"	"Secteur residentiel des bords de Marne"	"U"
"BATIMENT0000000334371684"	7.6	51.2785	51.2785	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371685"	6.2	52.0515	52.0515	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371687"	4.3	72.6384	72.6384	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371688"	6.5	95.6702	95.6702	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371775"	0	10.0763	10.0763	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371690"	7.6	46.2181	46.2181	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371691"	5.8	79.932	79.932	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371694"	0	19.4322	19.4322	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371698"	2.1	25.0947	25.0947	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371699"	5.2	119.526	119.526	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371700"	2.3	178.039	178.039	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371704"	5.2	48.9649	48.9649	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371705"	6.6	46.6422	46.6422	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371706"	2.8	87.2558	87.2558	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371708"	5.6	107.925	107.925	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371709"	3.3	76.8188	76.8188	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371711"	11	721.359	721.359	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371718"	8.2	55.8606	55.8606	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371720"	5.9	41.997	41.997	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371723"	6.5	34.98	34.98	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371725"	2.8	22.6664	22.6664	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371728"	7	77.6478	77.6478	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371729"	7.6	136.108	136.108	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371733"	5.5	123.848	0	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371733"	5.5	123.848	123.848	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371738"	3.7	95.5229	95.5229	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371738"	3.7	95.5229	0	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371741"	8.3	276.481	0.581742	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371741"	8.3	276.481	275.59	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371748"	4.5	117.226	0.345776	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371748"	4.5	117.226	116.966	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371749"	5.7	33.1492	33.1492	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371776"	0	30.0174	30.0174	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371752"	4.5	81.3424	81.3424	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371755"	6.3	83.8563	83.8563	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371756"	3	65.3587	65.3587	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371757"	2.9	120.576	120.576	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371759"	7.6	102.857	102.857	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371761"	7.7	181.668	181.668	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371762"	6.7	103.752	103.752	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371763"	4.1	146.18	146.18	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371767"	5.3	76.403	76.403	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371769"	7.9	97.3201	97.3201	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371771"	3.6	127.867	127.867	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371778"	18	336.449	336.449	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371780"	5.5	93.7181	93.7181	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371785"	6.2	90.1547	90.1547	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371786"	6.2	72.9926	72.9926	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371787"	6	101.683	101.683	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371788"	4.6	91.6559	91.6559	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371789"	5.5	73.3668	73.3668	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371793"	8.3	62.7301	62.7301	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371794"	6.3	87.8853	87.8853	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371795"	12.4	152.739	152.739	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371796"	8.3	81.7759	81.7759	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371798"	3.4	104.963	104.963	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371800"	5.2	152.614	152.614	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371802"	6.4	62.087	62.087	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371804"	6.2	73.4614	73.4614	"UAa"	"Secteurs situes de part et d autre des axes a restructurer

(Bd Alsace Lorraine)"	"U"
"BATIMENT0000000334371805"	6.9	49.4117	49.4117	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372023"	6.6	95.1065	95.1065	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371809"	5.2	70.7319	70.7319	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371810"	6.8	74.7834	74.7834	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371811"	4.3	49.0217	49.0217	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371812"	2.6	17.5528	17.5528	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371813"	2.9	33.1205	33.1205	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371815"	6.9	96.9042	96.9042	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371816"	6.7	118.882	118.882	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371817"	4.4	80.2996	80.2996	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371818"	5	43.5343	43.5343	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371819"	4.2	49.3024	49.3024	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371820"	4.6	59.0369	59.0369	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371821"	4.3	67.7949	67.7949	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371823"	2.8	19.8186	19.8186	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371827"	4.7	78.0454	78.0454	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371828"	5	74.6488	74.6488	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371829"	3.1	90.9326	90.9326	"URa"	"Secteurs strategiques de renouvellement a optimiser"	"U"
"BATIMENT0000000334371902"	0	23.3244	23.3244	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371834"	5.1	161.153	161.153	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371835"	6	105.864	105.864	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371836"	3.9	10.0678	10.0678	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371837"	4.4	73.338	73.338	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372024"	5	79.0199	79.0199	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371839"	3.8	62.4934	62.4934	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371840"	5.8	55.635	55.635	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371856"	5.6	46.0825	46.0825	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371842"	5	62.5706	62.5706	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371843"	5.5	112.495	112.495	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371844"	3.7	72.671	72.671	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371846"	5.7	47.1049	47.1049	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371847"	11.5	206.493	206.493	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371852"	7.9	53.3475	53.3475	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372167"	0	17.2471	17.2471	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371911"	6	79.5817	79.5817	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371858"	6	81.1664	81.1664	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371860"	4.7	65.355	65.355	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371861"	0	48.8851	48.8851	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371862"	5.1	37.6666	37.6666	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371863"	5.6	59.0787	59.0787	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371864"	4.6	29.4417	29.4417	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371866"	5.4	55.243	55.243	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371867"	5.3	19.3621	19.3621	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371869"	5.4	114.221	114.221	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371870"	9.1	47.2834	47.2834	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371871"	8.6	77.8689	77.8689	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371873"	0	26.6804	26.6804	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371874"	4.1	55.8828	55.8828	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371876"	3.6	35.1171	35.1171	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371877"	5.9	49.5413	49.5413	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371878"	7.5	54.0605	54.0605	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371880"	4.4	27.254	27.254	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371882"	3.6	111.701	111.701	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371883"	4.2	30.5124	30.5124	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371885"	6.4	66.3569	66.3569	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371886"	3.8	28.7182	28.7182	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371887"	2.2	78.2667	78.2667	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371890"	3.9	121.653	121.653	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371894"	6	165.15	165.15	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371895"	5.1	30.4549	30.4549	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371899"	5.2	66.7314	66.7314	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371900"	4.9	64.7096	64.7096	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371903"	5.5	35.2593	35.2593	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371904"	6.6	75.6543	75.6543	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371905"	3.9	25.6669	25.6669	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371906"	7.1	49.6621	49.6621	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371908"	8.8	159.16	159.16	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371909"	8.8	125.183	125.183	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371910"	6.2	91.2337	91.2337	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371912"	8.1	102.229	102.229	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371913"	5.1	118.012	118.012	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371914"	6	90.3854	90.3854	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371915"	5.8	90.5726	90.5726	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371917"	5.8	94.9621	94.9621	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371918"	6.4	173.985	173.985	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371920"	4.6	53.4618	53.4618	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371922"	4.1	119.69	119.69	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371924"	3.6	120.295	120.295	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371926"	4.5	77.6572	77.6572	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371927"	0	30.6911	30.6911	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371932"	0	13.627	13.627	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371933"	0	10.6493	10.6493	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371940"	4.8	65.9282	65.9282	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371952"	6.8	89.0812	89.0812	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371941"	3.2	70.2277	70.2277	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371973"	4.1	105.351	105.351	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371944"	4.2	234.068	234.068	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371947"	7.7	80.3358	80.3358	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371949"	6.7	81.0599	81.0599	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371951"	4.9	91.0823	91.0823	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371970"	7	86.7233	86.7233	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371955"	2.8	286.252	286.252	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371956"	14.1	238.318	238.318	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371957"	9.2	63.5567	63.5567	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371958"	7.1	91.717	91.717	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371959"	8	116.912	116.912	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371960"	4.3	135.415	135.415	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371962"	5.9	468.306	468.306	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371964"	4.2	48.4211	48.4211	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371965"	6.3	68.0595	68.0595	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371966"	4.9	102.081	102.081	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371968"	5	98.877	98.877	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371969"	5.4	40.3685	40.3685	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372107"	6.5	67.7397	67.7397	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371974"	4.2	131.519	131.519	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371975"	8.1	43.0763	43.0763	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371976"	0	25.6627	25.6627	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371977"	6.5	69.8681	69.8681	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371979"	4.7	98.9686	98.9686	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371986"	0	107.924	107.924	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371987"	5.5	130.463	130.463	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371990"	5.6	145.269	145.269	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371991"	6.6	55.4586	55.4586	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371993"	4	19.6142	19.6142	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371994"	3.7	16.9827	16.9827	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371995"	4.3	121.551	121.551	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334371999"	3.9	103.541	103.541	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372000"	5.7	106.791	106.791	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372001"	7	104.61	104.61	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372002"	0	23.0232	23.0232	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372003"	3.6	201.702	201.702	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372005"	5.2	103.69	103.69	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372007"	5.2	99.6227	99.6227	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372008"	5.5	85.2068	85.2068	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372009"	5.5	73.061	73.061	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372011"	4.9	105.847	105.847	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372013"	5.6	144.605	144.605	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372015"	4.8	126.467	126.467	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372016"	6.4	48.886	48.886	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372019"	6.2	74.7358	74.7358	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372020"	5.5	54.495	54.495	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372021"	6.4	88.4682	88.4682	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372025"	5.1	64.3314	64.3314	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372026"	5.2	56.4277	56.4277	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372029"	2.4	25.0167	25.0167	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372030"	5	84.5792	84.5792	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372033"	8	89.8633	89.8633	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372034"	6.9	82.2119	82.2119	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372035"	9.7	94.5697	94.5697	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372036"	6.3	111.552	111.552	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372038"	6.8	131.582	131.582	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372039"	7.6	73.9104	73.9104	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
"BATIMENT0000000334372041"	0	15.7787	15.7787	"UM"	"Zones urbaines mixtes principalement residentielles"	"U"
